,polarity,tweet,nltk_texts,predicted
330,positive,octoberdecember sales man our put increase year year,"<Text: October-December sales were 302 mln eur , or...>",pos
331,positive,old control percent stake ragutis le co say annual report publish early year lithuania brewery s sale reach million europe last year rise percent million europe,"<Text: Olvi , which controls a 94 percent stake...>",neg
332,positive,old expect sale market share increase first quarter,<Text: Olvi expects sales and market share to increase...>,neg
333,neutral,old s target strengthen market share soft drink mineral water rider long drink energy drink,<Text: Olvi 's target is to strengthen its market...>,neut
334,positive,operating profit increase our in our in correspond period,<Text: Operating profit increased to EUR 14.0 mn from...>,neut
335,positive,operate profit asia plant grow markedly,<Text: Operating profit of the Asian plants grew markedly...>,neut
336,positive,operating profit total our in our in yearonyear,"<Text: Operating profit totalled EUR 83.0 mn , up...>",neut
337,positive,production capacity increase tone per year raw material continue recycle paper board,<Text: Production capacity will increase from 36 000 to...>,neut
338,positive,profit period increase our in our in,<Text: Profit for the period increased from EUR 2.9...>,neut
339,positive,profit per share our our,"<Text: Profit per share was EUR 1.03 , up...>",neut
340,positive,return capital employ rise percentage point,<Text: Return on capital employed rose by 4.8 percentage...>,neg
341,positive,revenue july september grow percent neuro billion finnish company say thursday,<Text: Revenue from July to September grew 21 percent...>,neg
342,positive,revenue grow percent neuro million us million neuro million,<Text: Revenue grew 1 percent to euro742 .2 million...>,neg
343,positive,ruukki s order book end yearonyear quarteronquarter,<Text: Ruukki 's order book at the end of...>,neg
344,positive,ruukki sign contract norwegian company veidekke entreprenor,<Text: Ruukki signed the contract with Norwegian company Veidekke...>,neg
345,positive,sale finland rise international growth,<Text: Sales in Finland rose by 3.9 % and...>,neg
346,positive,sale security system packing increase slightly,<Text: Sales of security and system packaging increased slightly...>,neut
347,positive,story endo s thirdquarter pretax profit double our in,<Text: Stora Enso 's third-quarter pre-tax profit doubled to...>,neut
348,positive,strong growth see new market russia czech republic slovak,<Text: Strongest growth was seen in the new markets...>,neut
349,positive,airline order nine virus a aircraft deliver become lead airline late variant rollsonce trent series engine call,<Text: The airline has ordered nine Airbus A350-900 aircraft...>,neut
350,positive,company intensify smelter operation increase annual production capacity tone copper,<Text: The company is now intensifying its smelter operations...>,neut
351,positive,company s market share continue increase,<Text: The company 's market share is continued to...>,neg
352,positive,company s schedule traffic measure revenue passenger kilometre up grow nearly passenger carry schedule flight february,"<Text: The company 's scheduled traffic , measured in...>",neg
353,positive,company say investment new market area result sale increase sweden poland russia lithuania,<Text: The company said that its investments in the...>,neg
354,positive,disposal autotank also strengthen asp s capital structure comment gustave berg co asp,<Text: The disposal of Autotank will also strengthen Aspo...>,neut
355,positive,earning per share quarter come our our quarter year early,<Text: The earnings per share for the quarter came...>,neg
356,positive,economic occupancy rate sonya s property portfolio rise,<Text: The economic occupancy rate of Sponda 's property...>,neut
357,positive,finnish supplier bassloss vas telecom operator tecnotree receive expansion order worth total we in convenient charging next generation essay solution latin america company announce without specify operator place order,<Text: The Finnish supplier of BSS-OSS and VAS for...>,neut
358,positive,group s month operating profit grow percent million europe,<Text: The group 's 12-month operating profit grew 31...>,neg
359,positive,growth activeness talent s customer start end continued reporting period company state,<Text: The growth in the activeness of Talentum 's...>,neg
360,positive,growth net sale first half compare first half,<Text: The growth of net sales in the first...>,neg
361,positive,pretty profit group s life insurance business increase our million our million,<Text: The pretax profit of the group 's life...>,neut
362,positive,pretty profit group s life insurance business increase our our,<Text: The pretax profit of the group 's life...>,neut
363,positive,total delivery volume paper business tone tone,<Text: The total delivery volume of paper businesses in...>,neg
364,positive,value firm s forestry holding increase see in,<Text: The value of the firm 's forestry holdings...>,neut
365,positive,new deal strengthen partnership telemig cellular tecnoman start since begin telemig s repaid operation,<Text: This new deal has strengthened the partnership from...>,neut
366,positive,turnover rise our our,<Text: Turnover rose to EUR21m from EUR17m ....>,pos
367,positive,hero story endo term tailor gen shortrun ondemand pack market,<Text: Xerox and Stora Enso have teamed up to...>,neut
368,positive,it construction town riihimski sign lease contract whereby town occupy travel centre office facility,<Text: YIT Construction and the town of Riihim+Æki have...>,neut
369,positive,upgrade intend raise network capacity the the several city enable idirection service digital television well broadband datum,<Text: The upgrade is intended to raise the network...>,neut
370,neutral,finnish company stockman sign contract company technopoli,<Text: The Finnish company Stockmann has signed the contract...>,neg
371,neutral,accord notice skandinaviska enskilda banker ab pull helsinki branch august divest total alma media share ilyayhtyma of kaluga kustannus of condition agreement make company july fulfil,"<Text: According to its notice , Skandinaviska Enskilda Banken...>",neg
372,neutral,previously announce geometric of enter financing agreement lead investor june enable company receive financing aggregate amount m,"<Text: As previously announced , GeoSentric Oyj entered into...>",neg
373,neutral,time market automatic liquid handling device already large pipette accord biohit,"<Text: At the same time , the market for...>",neg
374,neutral,before s co reign maihaniemi say company develop already deliver power supply unit respective system base technology chinese sector company eat corps,<Text: Efore 's CEO Reijo Maihaniemi said that the...>,neg
375,neutral,finnish talvivaara mining co he slav say thursday pick sofa merrily lynch morgan nose jem joint bookrunner plan issue convertible note worth our we,<Text: Finnish Talvivaara Mining Co HEL : TLV1V said...>,neut
376,positive,lead production turn increase tone would twofold increase current capacity level zahariev say,"<Text: Lead production , in turn , should increase...>",neut
377,neutral,lemminkainen of say sign credit agreement order bank to nd pohjola bank he pot campo bank he same svenska handelsbanken to she,<Text: Lemminkainen Oyj said that it has signed credit...>,neut
378,neutral,pohjola could increase stake,<Text: Pohjola could increase its stake to 45 %...>,neg
379,neutral,scandal feed also diversity too s product portfolio,<Text: Scandic Feed will also diversify Tosno 's product...>,neut
380,positive,separately it corporation austrian firm e a last week sign agreement sale e s building system service business germany austria poland czech republic hungary rumania our man,"<Text: Separately , YIT Corporation and Austrian firm E...>",neut
381,neutral,agreement be one series contract teliasonera sign recent month residential construction real estate management company sweden,<Text: The agreement with JM is one in a...>,neut
382,positive,company intend raise production capacity,<Text: The company intends to raise production capacity in...>,neut
383,neutral,estimate value contract our vassal headquarter helsinki finland develop manufacture electronic measurement system methodology environmental sciences traffic industry,<Text: The estimated value of the contract is EUR12...>,neg
384,neutral,mall part baltic pearl development project city st petersburg baltic pearl case subsidiary shanghai foreign joint investment company develop home people,<Text: The mall is part of the Baltic Pearl...>,neut
385,neutral,new facility know technopoli pulkovo introduce russian market entirely new concept create operate grow commercialfunde science technology park support growth knowledgeintensive company,"<Text: The new facility , to be known as...>",neut
386,positive,thereby company expand offer north central south america,"<Text: Thereby , the company will expand its offering...>",neut
387,positive,member partner use mostly apparent increase efficiency result service observe pretty pure trade,"<Text: To our members and partners , the use...>",neut
388,neutral,bacon control company via investment fund power fund our we,<Text: Vacon controls a further 5 % of the...>,neg
389,neutral,order include wartsila s order book second quarter company add,<Text: ` This order is included in Wartsila 's...>,neg
390,neutral,management decide end increase methode copper capacity,<Text: `` Management decided at the end of 2005...>,neut
391,neutral,complete name shareholder otto henri bernhard berg information amount share transfer correspond total number share asp ply,<Text: 4 ) Complete name of the shareholder :...>,neut
392,neutral,datum processing unit collect datum calculate for value provide data user via various interface,"<Text: A data processing unit collects the data ,...>",neut
393,negative,tinyurl link take user slam site promise user earn thousand dollar become goose nasal good cash advertise,<Text: A tinyurl link takes users to a scamming...>,neg
394,neutral,alexandria march pretty same hanna vuolteenaho voulu finland same viitasaari ii finland develop ornamental design hand patent trademark office announce,"<Text: ALEXANDRIA , Va. , March 28 -- Pertti...>",neut
395,neutral,alexandria october mark oksanen herald kaska helsinki finland just salokannel kangasala finland art pain vital finland develop system provide communication security,"<Text: ALEXANDRIA , Va. , Oct. 3 -- Markka...>",neut
396,neutral,early report notion type building plant town vsevolozhsk russia s leningrad region annual production capacity million tire,"<Text: As earlier reported , Nokian Tyres is building...>",neut
397,neutral,biohit expand line family pipettor addition new my volume range,"<Text: Biohit , Inc. , has expanded its mLINE...>",neut
398,neutral,campan finnish alternative asset manager make acquisition helsinkifocused vehicle real estate fund fund buy sevenstory office build underwent refurbishment end s,"<Text: Capman , the Finnish alternative asset manager ,...>",neut
399,negative,compare fuse index rose point day relative price change,"<Text: Compared with the FTSE 100 index , which...>",neut
400,neutral,deliver start later volume increase year,"<Text: Deliveries are to start later in 2010 ,...>",neg
401,positive,finland s notion type kazakhstan s ordabasy corporation sign agreement build plant stand produce car tire ordabasy chairman dinmukhamet borisov say press conference,<Text: Finland 's Nokian Tyres and Kazakhstan 's Ordabasy...>,neg
402,positive,finnish business software group affectogenimap of say sign agreement acquire share swedish sector company intellibi ab man neuro man debtfree basis,<Text: Finnish business software group AffectoGenimap Oyj said it...>,neut
403,neutral,finnish heatretaining fireplace maker tulikivi of say august local tile stove utility ceramic subsidiary kermansavi of merge tulikivi mean absorption order streaming late s corporate structure,<Text: Finnish heat-retaining fireplaces maker Tulikivi Oyj said on...>,neut
404,positive,finnish silicon wafer manufacturer mimetic of say june sign agreement order bank finland ply local subsidiary swedish commercial bank order bank ab finance mimetic s indicate bank facility amount man neuro man,<Text: Finnish silicon wafers manufacturer Okmetic Oyj said on...>,neg
405,positive,furthermore budge also sign licensing agreement sunnuntai carlshamn meyer band,"<Text: Furthermore , Bunge will also sign a licensing...>",neg
406,neutral,german commerzbank a s hamburg branch we up morgan nose jem participate arrange dutch ing as ing coarrange,<Text: German Commerzbank AG 's Hamburg Branch and US...>,neut
407,neutral,april nest separate parent company finnish energy company forum become list helsinki stock exchange,"<Text: In April 2005 , Neste separated from its...>",neg
408,neutral,russia raise s food division s home market stretch way vladivostok,"<Text: In Russia , Raisio 's Food Division 's...>",neg
409,positive,september finnish group agree buy danish company rise poultry as our combination cash stock,"<Text: In September 2010 , the Finnish group agreed...>",neg
410,neutral,increase number share base option right grant management company stock option plan,<Text: Increase in the number of shares is based...>,neut
411,positive,planning expand product portfolio harbor segment chief executive petya landmark tell financial times deutschland,<Text: is planning to expand its product portfolio in...>,neut
412,neutral,office worldwide put net sale generate outside finland,<Text: It has some 30 offices worldwide and more...>,neut
413,neutral,have branch finland annual revenue finland,<Text: It has80 branches in Finland with annual revenue...>,neut
414,positive,autotell ltd press release tell group autotell expand strategic partnership by industrial lubricant service by be acquire total ownership by s swedish retail company cluballow ab,<Text: KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1...>,neut
415,neutral,milan ax italian shipping group grimaldi increase stake finnish company incline put put hold june accord news agency anna,<Text: MILAN ( AFX ) - The Italian shipping...>,neg
416,neutral,nikita essay enable customer receive email email account mobile phone support pop map email service,<Text: Nokia Messaging 1.1 enables customers to receive e-mails...>,neg
417,positive,production capacity rise gradually tone tone,"<Text: Production capacity will rise gradually from 170,000 tonnes...>",neut
418,positive,raiment danish subsidiary raiment as today sign agreement acquire business asset machinery rental company jydsk material udlejning locate west upland,<Text: Ramirent s Danish subsidiary Ramirent A-S has today...>,neut
419,neutral,share purchase helsinki stock exchange behalf campo ply dense bank as helsinki branch,<Text: SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange...>,neut
420,neutral,sodium pick tikkurila share dividend book value our per share,<Text: Solidium picked up Tikkurila shares as a dividend...>,neut
421,neutral,dakota carry transaction acquire entire share capital moment parkman of run factory parkman southern finland,<Text: Takoma will carry out the transaction by acquiring...>,neut
422,positive,agreement provide switch double convert capacity whilst open manufacturing location china,<Text: The agreement will provide The Switch with double...>,neut
423,neutral,building owner developer sun hang ai property group one large property company long long develop type premium residential commercial project sale investment,"<Text: The building owner and developer , Sun Hung...>",neg
424,neutral,company aim finalize negotiation sign contract start october,<Text: The companies ' aim is to finalize the...>,neg
425,neutral,company sign letter intent sale september envisagez seal actual agreement january,<Text: The companies signed the letter of intent for...>,neg
426,positive,company also say november real estate fund by sign agreement finnish window maker fenestra of build window plant fossa southern finland,"<Text: The company also said on November 16 ,...>",neut
427,positive,company commit expand apollo portfolio,<Text: The company has committed to further expanding the...>,neg
428,neutral,contract sign yesterday run five year include twoyear extension option,"<Text: The contract , which was signed yesterday ,...>",pos
429,neutral,contract cover installation training startup service,"<Text: The contract covers installation , training and start-up...>",neg
430,neutral,contract value amount our company add,"<Text: The contract value amounts to about EUR11m ,...>",neg
431,positive,contract sign acquire cranium produce sotkamo nickelzinc mine eastern finland own talvivaara,<Text: The contracts have been signed to acquire uranium...>,neut
432,neutral,expand agreement cover sale marketing distribution benefit s navigation doctor device china,"<Text: The expanded agreement covers the sale , marketing...>",neg
433,positive,ox sordid omen index comprising trade sordid stock nasal ox exchange close point wednesday,<Text: The OMX Nordic 40 ( OMXN40 ) index...>,neut
434,positive,ox sordid omen index comprising trade sordid stock nasal ox exchange close point friday,<Text: The OMX Nordic 40 ( OMXN40 ) index...>,neut
435,neutral,tietoenator sign agreement acquire indian research development be service provider turkey software solution developer fortune technology put man neuro man september,<Text: TietoEnator signed an agreement to acquire Indian research...>,neut
436,neutral,number one mean create add value slaveholder everything,<Text: To be number one means creating added value...>,neg
437,positive,term offtake agreement talvivaara cameo provide upfront investment maximum million cover construction cost cranium extraction circuit,<Text: Under the terms of the off-take agreement with...>,neg
438,positive,vassal of press release september vassal sign contract sell oxygen measurement technology business sick masha mb,"<Text: Vaisala Oyj Press Release September 30 , 2010...>",neut
439,positive,be fnasia long longliste standard charter bank say sign china mobile phone dealer financing agreement nikita make first foreign bank offer financing country s small medium enterprise or,<Text: - BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered...>,neut
440,neutral,provide summary medical equipment pipeline product company develop,<Text: - Provides summary of the medical equipment pipeline...>,neut
441,neutral,course talk come new project involve material handle konecrane president co petya landmark say ask whether talk reliance industry supply equipment come refined jamnagar,"<Text: `` Of course , we are in talks...>",neut
442,positive,lidskoe give s investment program foresee integrate modernization production date transport logistic infrastructure develop new marketing instrument missis say,<Text: `` Lidskoe Pivo 's investment program foresees the...>,neut
443,positive,residentialconstruction particular pick several market,<Text: `` Residentialconstruction in particular has picked up in...>,pos
444,neutral,ruukki include dust world second year run european dust stand third year run,<Text: `` Ruukki is now included on DJSI World...>,neg
445,neutral,sale oxygen measurement business strengthen goal focus choose market segment,<Text: `` The sale of the oxygen measurement business...>,neut
446,neutral,correspond increase europe ahlstrom s share capital enter trade register today,"<Text: A corresponding increase of 85,432.50 euros in Ahlstrom...>",neut
447,neutral,august latvia finger order production line new green venter mill build emerge central lithuania,"<Text: A In August 2007 , Latvijas Finieris ordered...>",neut
448,neutral,finnish house manufacturers marketing strongly grow onefamily house market russia,<Text: Finnish house manufacturers are targeting the strongly growing...>,pos
449,positive,transaction alma medium raise stake talent share voting right,"<Text: After the transaction , Alma Media raised its...>",neut
450,neutral,datum say still number operational aspect define microsoft detail product market initiative result agreement available later date,<Text: Aldata said that there are still a number...>,neut
451,neutral,alexandria july hanna kahonen julia finland develop ornamental design handle fire pit door patent trademark office announce,"<Text: ALEXANDRIA , Va. , July 11 -- Hannu...>",neut
452,neutral,alexandria may kenneth bower vista develop ornamental design hand patent trademark office announce,"<Text: ALEXANDRIA , Va. , May 16 -- Kenneth...>",neut
453,positive,large elevator market world chinese output elevator continue rise unit oronor,<Text: As the largest elevator market in the world...>,neg
454,neutral,aspocomp intend set plant manufacture print circuit board investment be core,<Text: Aspocomp intends to set up a plant to...>,neut
455,neutral,baltic pearl case subsidiary shanghai foreign joint investment company develop project st petersburg comprise million square peter residential space two hospital several school nursery,"<Text: Baltic Pearl CJSC , a subsidiary of Shanghai...>",neut
456,neutral,biohit of develop manufacture market liquid handling product diagnostic test system use research healthcare industrial laboratory,"<Text: Biohit Oyj develops , manufactures and markets liquid...>",neut
457,neutral,call switchboard directory service decrease significantly since employee uptodate contact information colleague customer phone place call directly,<Text: Calls to the switchboard and directory services have...>,neg
458,neutral,cargoe s share capital increase total europe,<Text: Cargotec 's share capital after the increase totals...>,neg
459,neutral,cargoe s share capital increase total our,<Text: Cargotec 's share capital after the increase totals...>,neg
460,positive,component increase stake turkish steel company dakota dokumculuk ticket sandy put stake march,<Text: Componenta increased its stake in Turkish steel company...>,neg
461,positive,earning per share es see our our,<Text: Earnings per share EPS are seen at EUR...>,neut
462,positive,esthonia s beer market overall grow three percent last year million liner,<Text: Estonia 's beer market overall grew three percent...>,neut
463,neutral,finnish food company raise of he raise say friday wrap investment magazine operation us sector player budge ltd nose by our we,<Text: Finnish food company Raisio Oyj HEL : RAIVV...>,neut
464,positive,finnish lifting equipment maker konecrane he cry say july raise stake austrian manipulation maker as konecrane buy german sector player knight europe,<Text: Finnish lifting equipment maker Konecranes HEL : KCR1V...>,neut
465,neutral,finnish paper maker upkymmene monday announce sale wrapping unit walk wish campan investment group move concentrate core business,<Text: Finnish paper maker UPM-Kymmene Corp. on Monday announced...>,neut
466,neutral,follow increase companyour tm capital total man rumania let man man neuro,<Text: Following the increase the company+EUR TM s capital...>,neg
467,positive,helsinki ax ici konecrane say raise stake mmm holding in owner usbase morris material handle put put,<Text: HELSINKI AFX - KCI Konecranes said it has...>,neut
468,neutral,generate net sale our million we,"<Text: In 2008 , it generated net sales of...>",neg
469,neutral,august latvia finger order production line new green venter mill build emerge lithuania,"<Text: In August , Latvijas Finieris ordered all production...>",neut
470,positive,deliver different user experience enable we widen market address,<Text: It delivers a different user experience and enables...>,neg
471,neutral,jacob support store s investment develop storage site since owner s engineer,<Text: Jacobs has been supporting Storengy 's investment of...>,neut
472,positive,adpnew run finnish painless steel maker outokumpu of he out say yesterday sign threeyear our million we in revolve credit facility,"<Text: ADPnews - Jun 30 , 2009 - Finnish...>",neut
473,positive,increase net sale due acquisition swedish sila produce garden tool boat,<Text: Most of the increase in net sales was...>,neg
474,neutral,mr ash deputy executive chairman sport direct sell pp stake company pound m time float,"<Text: Mr Ashley , deputy executive chairman of Sports...>",neg
475,negative,one challenge oil production north sea scale formation plug pipeline halt production,<Text: One of the challenges in the oil production...>,neut
476,neutral,rental building equipment account percent operating income,<Text: Rental of building equipment accounted for 88 percent...>,neg
477,neutral,ruukki s delivery include steel structure include installation krakeroy basle bridge steel pile bridge foundation,"<Text: Ruukki 's delivery includes steel structures , including...>",neut
478,neutral,sarcoma continue focus invest digital medium strengthen market position,<Text: Sanoma will continue to focus on investing in...>,neut
479,neutral,stockman establish finland become first foreign company enter russia s retail trade market,<Text: Stockmann was established in 1862 in Finland and...>,neg
480,positive,sysopen digit sign agreement main shareholder enter hold total share capital vote enter,<Text: SysOpen Digia had signed an agreement with the...>,neut
481,neutral,acquisition part some helasto s strategy expand lukkoexpert security chain some helasto co akimbo uusimaki say,<Text: The acquisition is part of Suomen Helasto 's...>,neut
482,neutral,broadbase wig index end thursday s session put its bluechip wig its,<Text: The broad-based WIG index ended Thursday 's session...>,neut
483,neutral,business divested generate consolidated net sale our million annually currently employee,<Text: The business to be divested generates consolidated net...>,neut
484,neutral,company generate net sale man neuro man annually employ,<Text: The company generates net sales of about 600...>,neg
485,positive,company plan expand international market subsidiary distributor onward,<Text: The company plans to expand into the international...>,neg
486,neutral,company plan spend proceed right offer strengthen balance sheet,<Text: The company plans to spend the proceeds from...>,neut
487,neutral,contract cover manufacture surfacetreatment installation steel structure,"<Text: The contract covers the manufacturing , surface-treatment and...>",neg
488,neutral,correspond increase share capital our enter trade register today,"<Text: The corresponding increase in the share capital ,...>",neut
489,neutral,correspond increase share capital total our register finnish trade register may,"<Text: The corresponding increase in the share capital ,...>",neg
490,neutral,correspond increase share capital due subscription warrant total our register finnish trade register january,<Text: The corresponding increase in the share capital due...>,neg
491,neutral,correspond share capital increase our enter trade register today,"<Text: The corresponding share capital increase , EUR 1,012,945.50...>",neut
492,positive,decision sell share lenenergo reach line forum s strategic plan invest mainly generation asset russia lenenergo grid company press release say,<Text: The decision to sell a share in Lenenergo...>,neut
493,positive,equipment expand container handle capacity namibia s main port wall bay west coast,<Text: The equipment will expand container handling capacity at...>,neg
494,positive,expansion include double floor space addition lift capacity production equipment,<Text: The expansion includes the doubling of the floor...>,neut
495,positive,group aim increase net sale comparable operating profit,<Text: The Group aims to increase its net sales...>,neg
496,neutral,order also include startup commission service,<Text: The order also includes start-up and commissioning services...>,neg
497,neutral,order consist capacity expansion maintenance service new charging functionality company say,"<Text: The order consists of capacity expansion , maintenance...>",neut
498,neutral,phone target first time user growth market,<Text: The phones are targeted at first time users...>,neg
499,neutral,repayment our million debenture bond relate company s previous announcement october collect irrevocable sell commitment holder subordinate debenture bond,<Text: The repayment of EUR 105 million debenture bonds...>,neut
500,neutral,revenue business reach not million,<Text: The revenues of the business reached NOK 12...>,neut
501,positive,subscription increase cargoe s share capital europe,<Text: The subscriptions increase Cargotec 's share capital by...>,neg
502,positive,subscription increase cargoe s share capital our,<Text: The subscriptions increase Cargotec 's share capital by...>,neg
503,positive,total area gorelovo plant sq area invest neuro in plant double area russia s production capacity st petersburg area,<Text: The total area of the Gorelovo plant is...>,neut
504,neutral,tielinja generate net sale man neuro man,<Text: Tielinja generated net sales of 7.5 mln euro...>,neg
505,neutral,tikkurila powder coating employee four paint plant generate revenue our we,<Text: Tikkurila Powder Coatings has some 50 employees at...>,neg
506,neutral,district judge douglas woodcock yesterday extend january temporary restraining order march,<Text: U.S. District Judge Douglas P. Woodlock yesterday extended...>,neg
507,neutral,up s sarantel outsource part process elcoteq plant esthonia london oct bon british miniature antenna maker sarantel sign agreement outsource assembly test supply chain process plant elcoteq esthonia capital talk,<Text: UK 's Sarantel to outsource part of its...>,neut
508,neutral,rental agreement stockman commit invest building bridge good street build underground tunnel crossing street,"<Text: Under the rental agreement , Stockmann was committed...>",neg
509,neutral,make longterm investment develop system s implementation model,<Text: We have made long-term investments in developing the...>,neut
510,positive,launch new g handy nikita aim become winner china s g market g market,"<Text: With the launch of new 3G handsets ,...>",neut
511,neutral,subscription forum s ownership the increase slightly share voting right,"<Text: With this subscription , Fortum 's ownership in...>",neg
512,neutral,and generate annual net sale man our employ people,<Text: VNH generates annual net sales of about 5...>,neg
513,positive,earning per share es first quarter amount our our,<Text: Earnings per share ( EPS ) for the...>,neut
514,negative,january ford struggle face slow truck sun sale forfeit uptodate get to have car,<Text: Jan. 6 -- Ford is struggling in the...>,neg
515,neutral,rautakesko s business operation norway russia acquire july include figure comparable period impaction sale growth start august,<Text: Rautakesko 's business operations in Norway and Russia...>,neut
516,negative,peer puget fall put sale rise put period last year,<Text: Peer Peugeot fell 0.81 pct as its sales...>,neg
517,negative,pharmaceuticals group onion corps report fall thirdquarter earning hit large expenditure be market,<Text: Pharmaceuticals group Orion Corp reported a fall in...>,neg
518,negative,however growth margin slow due financial crisis,"<Text: However , the growth margin slowed down due...>",neut
519,positive,significance delete emphasise large size grow economy well rapid development to service distribution industry poland view attractive market,<Text: Significance : Teleste has emphasised that with its...>,neg
520,positive,reach agreement union flight continue normal finnair spokesman so martha say,<Text: `` We reached agreement with the union that...>,neg
521,positive,finland insurance company pohjola finnish motorcyclist association sign agreement aim improve motorcyclist traffic safety,"<Text: In Finland , insurance company Pohjola and the...>",neg
522,positive,helsinki ax notion type report fourth quarter pretty profit man our man back strong sale,<Text: HELSINKI ( AFX ) - Nokian Tyres reported...>,neg
523,positive,kalnapilioturn grape kalnapilistaras group own denmark s royal unibrew raise market share percent percent beer sale seven month jump percent million liner,"<Text: Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which...>",neg
524,positive,kalnapilioturn grape kalnapilistaras group own denmark s royal unibrew raise market share percent percent beer sale nine month jump percent million liner,"<Text: Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which...>",neut
525,positive,marimekko today november sign license agreement swedish chain whereby marimekko license popular pattern s s s h,<Text: Marimekko has today ( 20 November ) signed...>,neut
526,positive,staff recruit japan complement network close service location country worldwide,<Text: More staff has been recruited in Japan to...>,neut
527,positive,notion capacity equipment use raise capacity reliability indian grid,<Text: Nokian Capacitors ' equipment will be used to...>,neut
528,positive,rautaruukki corporation stock exchange release december noon ruukki s construction engineering division improve adjust operation finland,<Text: Rautaruukki Corporation Stock exchange release 3 December 2009...>,neg
529,positive,ruukki rumania local arm finnish metal producer ruukki increase capital neuro man cash contribution report september,"<Text: Ruukki Romania , the local arm of Finnish...>",neg
530,positive,six finland of sign preliminary agreement build environmental friendly new generation cruise ferry like line manage turk finland stockholm sweden withviking line abe,<Text: STX Finland Oy signed a a preliminary agreement...>,neut
531,positive,company estimate net sale increase considerably operate result clearly positive,<Text: The company now estimates its net sales in...>,neg
532,positive,tower choose add due go operation summer increase total capacity broadsheet tabloid page ability run page product side side,"<Text: The tower it chose to add , due...>",neut
533,positive,upon make operating profit our in our in make record year,<Text: Uponor made an operating profit of EUR 151.0...>,neut
534,positive,aware corporation stock exchange release august aware sign large deal international industrial group aware deliver voice automatic solution conductivity service international industrial group,"<Text: Basware Corporation stock exchange release August 31 ,...>",neut
535,positive,estimate operate profit improve third quarter,<Text: It estimates the operating profit to further improve...>,neg
536,positive,kazgiprotsvetmet outotec finland sign agreement strategic cooperation marketing provide mineral process metallurgical plant relate service kazakhstan surround country,<Text: Kazgiprotsvetmet and Outotec Finland have signed an agreement...>,neut
537,positive,lemon sign investment cooperation agreement kaluga regional administration last november,<Text: Lemcon signed an investment cooperation agreement with the...>,neg
538,positive,ruukki forecast annual sale growth positive pretty result,<Text: Ruukki forecast a 15-20 % annual sales growth...>,neut
539,positive,sale rise put man our back strong volume favourable currency effect,<Text: Sales rose 10 pct to 566 mln eur...>,neut
540,positive,growth net sale continue favourably middle east african asia pacific,<Text: The growth of net sales has continued favourably...>,neg
541,positive,new agreement expand longestablished cooperation company involve transfer certain engineering documentation function large etteplan,"<Text: The new agreement , which expands a long-established...>",neut
542,positive,appointment kaupthe bank aim coordinate capital market activity within group improve overall service client,<Text: With this appointment Kaupthing Bank aims to further...>,pos
543,neutral,concord headquarters virkkala finland develop supply automatic solution electronic semiconductor industry enhance productivity,"<Text: Cencorp , headquartered in Virkkala , Finland ,...>",neut
544,neutral,follow increase huhtamaki of s registered share capital our number share outstanding,"<Text: Following the increase , Huhtamaki Oyj 's registered...>",neut
545,neutral,follow increase huhtamaki s registered share capital our number share outstanding,<Text: Following this increase Huhtamaki 's registered share capital...>,neut
546,neutral,company also supply my power generation equipment number project papa new guinea include engine wartsila type liver gold,<Text: The company has also supplied more than 200...>,neg
547,neutral,agreement prize funding bite s research activity de phosphodiesterase inhibit program since start late sole authority develop discover compound,"<Text: Under the agreement , Pfizer has been funding...>",neut
548,neutral,ox market forwards mature may orator finland of s direct slaveholding ame sport corporation exceed onefifth company s share voting right,<Text: When the OMX market forwards mature on May...>,pos
549,positive,prove efficiency china mobile system rod baker english climber climb mount everett summit successfully make call,<Text: To prove the efficiency of the China Mobile...>,neut
550,neutral,test part large campaign include various customer trial demonstration make let the commercial viable summer nikita nieman head let business line rein tammela say,<Text: `` These tests are part of a larger...>,neut
551,positive,finnish ahlstrom corporation double investment new specially glassfiber reinforcement plant south carolina we,<Text: Finnish Ahlstrom Corporation will double its investments in...>,neut
552,neutral,helsinki october ash communications security corps board director information please contact tom laamanen chairman tell distribution nasal ox helsinki,"<Text: Helsinki on October 22 , 2008 SSH COMMUNICATIONS...>",neg
553,neutral,patrizia add acquisition portfolio already worth turn,<Text: Patrizia adds the acquisition to a portfolio already...>,neg
554,positive,sale rise man our compare last year s man our line man our consensus figure,<Text: Sales rose to 300.9 mln eur compared with...>,neut
555,positive,contract sign august papa new guineabase liver gold ltd as ll,<Text: The contract was signed in August with Papua...>,neg
556,neutral,offer million share aim raise sac million us million expect complete october outokumpu say,<Text: The offer of some 30 million shares aimed...>,neg
557,positive,extensive cooperation also bolster sysopen digit s position domestic operator market kallioranta add,<Text: `` Our extensive co-operation will also bolster SysOpen...>,neut
558,positive,agreement continue good cooperationand time release capital tie ourmachinery operation,"<Text: `` With this agreement , we can continue...>",neut
559,positive,theodosopoulos say tells could value nikita nieman north give lead supply status horizon along highgrowth product,<Text: Theodosopoulos said Tellabs could be of value to...>,neg
